,Ticker,CompanyName,Sector,SubIndustry,HQLocation,DateFirstAdded,CIK,FoundedYear,QuoteURL,WikiPage,EDGARURL,HQLocationWikiPage,SectorId,Sector,IndustryGroupId,IndustryGroup,IndustryId,Industry,SubIndustryId,SubIndustry,SubIndustryDescription
131,CMI,Cummins Inc.,Industrials,Industrial Machinery,"Columbus, Indiana",1965-03-31,0000026172,1919,https://www.nyse.com/quote/XNYS:CMI,/wiki/Cummins_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=CMI&action=getcompany,"/wiki/Columbus,_Indiana",20,Industrials,2010,Capital Goods,201060,Machinery,20106020,Industrial Machinery,"Manufacturers of industrial machinery and industrial components. Includes companies that manufacture presses, machine tools, compressors, pollution control equipment, elevators, escalators, insulators, pumps, roller bearings and other metal fabrications."
132,CVS,CVS Health,Health Care,Health Care Services,"Woonsocket, Rhode Island",1957-03-04,0000064803,1996,https://www.nyse.com/quote/XNYS:CVS,/wiki/CVS_Health,https://www.sec.gov/cgi-bin/browse-edgar?CIK=CVS&action=getcompany,"/wiki/Woonsocket,_Rhode_Island",35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102015,Health Care Services,"Providers of patient health care services not classified elsewhere. Includes dialysis centers, lab testing services, and pharmacy management services. Also includes companies providing business support services to health care providers, such as clerical support services, collection agency services, staffing services and outsourced sales & marketing services"
133,DHI,D. R. Horton,Consumer Discretionary,Homebuilding,"Fort Worth, Texas",2005-06-22,0000882184,1978,https://www.nyse.com/quote/XNYS:DHI,/wiki/D._R._Horton,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DHI&action=getcompany,"/wiki/Fort_Worth,_Texas",25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201030,Homebuilding,Residential construction companies. Includes manufacturers of prefabricated houses and semi-fixed manufactured homes.
134,DHR,Danaher Corp.,Health Care,Health Care Equipment,"Washington, D.C.",,0000313616,1969,https://www.nyse.com/quote/XNYS:DHR,/wiki/Danaher_Corp.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DHR&action=getcompany,"/wiki/Washington,_D.C.",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
135,DRI,Darden Restaurants,Consumer Discretionary,Restaurants,"Orlando, Florida",,0000940944,1938,https://www.nyse.com/quote/XNYS:DRI,/wiki/Darden_Restaurants,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DRI&action=getcompany,"/wiki/Orlando,_Florida",25,Consumer Discretionary,2530,Consumer Services,253010,"Hotels, Restaurants & Leisure",25301040,Restaurants,"Owners and operators of restaurants, bars, pubs, fast-food or take-out facilities. Includes companies that provide food catering services."
136,DVA,DaVita Inc.,Health Care,Health Care Facilities,"Denver, Colorado",2008-07-31,0000927066,1979,https://www.nyse.com/quote/XNYS:DVA,/wiki/DaVita_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DVA&action=getcompany,"/wiki/Denver,_Colorado",35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102020,Health Care Facilities,"Owners and operators of health care facilities, including hospitals, nursing homes, rehabilitation centers and animal hospitals."
137,DE,Deere & Co.,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",1957-03-04,0000315189,1837,https://www.nyse.com/quote/XNYS:DE,/wiki/Deere_%26_Co.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DE&action=getcompany,"/wiki/Moline,_Illinois",20,Industrials,2010,Capital Goods,201060,Machinery,20106015,Agricultural & Farm Machinery,"Companies manufacturing agricultural machinery, farm machinery, and their related parts. Includes machinery used for the production of crops and agricultural livestock, agricultural tractors, planting and fertilizing machinery, fertilizer and chemical application equipment, and grain dryers and blowers."
138,DAL,Delta Air Lines Inc.,Industrials,Airlines,"Atlanta, Georgia",2013-09-11,0000027904,1929,https://www.nyse.com/quote/XNYS:DAL,/wiki/Delta_Air_Lines_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DAL&action=getcompany,"/wiki/Atlanta,_Georgia",20,Industrials,2030,Transportation,203020,Airlines,20302010,Airlines,Companies providing primarily passenger air transportation.
139,XRAY,Dentsply Sirona,Health Care,Health Care Supplies,"Charlotte, North Carolina",2008-11-14,0000818479,2016 (1969),http://www.nasdaq.com/symbol/xray,/wiki/Dentsply_Sirona,https://www.sec.gov/cgi-bin/browse-edgar?CIK=XRAY&action=getcompany,"/wiki/Charlotte,_North_Carolina",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101020,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices."
140,DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",2000-08-30,0001090012,1971,https://www.nyse.com/quote/XNYS:DVN,/wiki/Devon_Energy,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DVN&action=getcompany,"/wiki/Oklahoma_City,_Oklahoma",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production,Companies engaged in the exploration and production of oil and gas not classified elsewhere.
141,DXCM,DexCom,Health Care,Health Care Equipment,"San Diego, California",2020-05-12,0001093557,1999,http://www.nasdaq.com/symbol/dxcm,/wiki/DexCom,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DXCM&action=getcompany,"/wiki/San_Diego,_California",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
142,FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,"Midland, Texas",2018-12-03,0001539838,2007,http://www.nasdaq.com/symbol/fang,/wiki/Diamondback_Energy,https://www.sec.gov/cgi-bin/browse-edgar?CIK=FANG&action=getcompany,"/wiki/Midland,_Texas",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production,Companies engaged in the exploration and production of oil and gas not classified elsewhere.
143,DLR,Digital Realty Trust Inc,Real Estate,Specialized REITs,"San Francisco, California",2016-05-18,0001297996,2004,https://www.nyse.com/quote/XNYS:DLR,/wiki/Digital_Realty_Trust,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DLR&action=getcompany,"/wiki/San_Francisco,_California",60,Real Estate,6010,Real Estate,601010,Equity Real Estate Investment Trusts (REITs),60101080,Specialized REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of properties not classified elsewhere. Includes trusts that operate and invest in storage properties. It also includes REITs that do not generate a majority of their revenues and income from real estate rental and leasing operations."
144,DFS,Discover Financial Services,Financials,Consumer Finance,"Riverwoods, Illinois",2007-07-02,0001393612,1985,https://www.nyse.com/quote/XNYS:DFS,/wiki/Discover_Financial_Services,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DFS&action=getcompany,"/wiki/Riverwoods,_Illinois",40,Financials,4020,Diversified Financials,402020,Consumer Finance,40202010,Consumer Finance,"Providers of consumer finance services, including personal credit, credit cards, lease financing, travel-related money services and pawn shops. Excludes mortgage lenders classified in the Thrifts & Mortgage Finance Sub-Industry."
145,DISCA,"Discovery, Inc. (Class A)",Communication Services,Broadcasting,"New York, New York",2010-03-01,0001437107,1985,http://www.nasdaq.com/symbol/disca,"/wiki/Discovery,_Inc.",https://www.sec.gov/cgi-bin/browse-edgar?CIK=DISCA&action=getcompany,"/wiki/New_York,_New_York",50,Communication Services,5020,Media & Entertainment,502010,Media,50201020,Broadcasting,"Owners and operators of television or radio broadcasting systems, including programming. Includes radio and television broadcasting, radio networks, and radio stations."
146,DISCK,"Discovery, Inc. (Class C)",Communication Services,Broadcasting,"New York, New York",2014-08-07,0001437107,1985,http://www.nasdaq.com/symbol/disck,"/wiki/Discovery,_Inc.",https://www.sec.gov/cgi-bin/browse-edgar?CIK=DISCK&action=getcompany,"/wiki/New_York,_New_York",50,Communication Services,5020,Media & Entertainment,502010,Media,50201020,Broadcasting,"Owners and operators of television or radio broadcasting systems, including programming. Includes radio and television broadcasting, radio networks, and radio stations."
147,DISH,Dish Network,Communication Services,Cable & Satellite,"Meridian, Colorado",2017-03-13,0001001082,1980,http://www.nasdaq.com/symbol/dish,/wiki/Dish_Network,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DISH&action=getcompany,"/wiki/Meridian,_Colorado",50,Communication Services,5020,Media & Entertainment,502010,Media,50201030,Cable & Satellite,Providers of cable or satellite television services. Includes cable networks and program distribution.
148,DG,Dollar General,Consumer Discretionary,General Merchandise Stores,"Goodlettsville, Tennessee",2012-12-03,0000029534,1939,https://www.nyse.com/quote/XNYS:DG,/wiki/Dollar_General,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DG&action=getcompany,"/wiki/Goodlettsville,_Tennessee",25,Consumer Discretionary,2550,Retailing,255030,Multiline Retail,25503020,General Merchandise Stores,Owners and operators of stores offering diversified general merchandise. Excludes hypermarkets and large-scale super centers classified in the Hypermarkets & Super Centers Sub-Industry.
149,DLTR,Dollar Tree,Consumer Discretionary,General Merchandise Stores,"Chesapeake, Virginia",2011-12-19,0000935703,1986,http://www.nasdaq.com/symbol/dltr,/wiki/Dollar_Tree,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DLTR&action=getcompany,"/wiki/Chesapeake,_Virginia",25,Consumer Discretionary,2550,Retailing,255030,Multiline Retail,25503020,General Merchandise Stores,Owners and operators of stores offering diversified general merchandise. Excludes hypermarkets and large-scale super centers classified in the Hypermarkets & Super Centers Sub-Industry.
150,D,Dominion Energy,Utilities,Electric Utilities,"Richmond, Virginia",,0000715957,1983,https://www.nyse.com/quote/XNYS:D,/wiki/Dominion_Energy,https://www.sec.gov/cgi-bin/browse-edgar?CIK=D&action=getcompany,"/wiki/Richmond,_Virginia",55,Utilities,5510,Utilities,551010,Electric Utilities,55101010,Electric Utilities,Companies that produce or distribute electricity. Includes both nuclear and non-nuclear facilities.
151,DPZ,Domino's Pizza,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",2020-05-12,0001286681,1960,https://www.nyse.com/quote/XNYS:DPZ,/wiki/Domino%27s_Pizza,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DPZ&action=getcompany,"/wiki/Ann_Arbor,_Michigan",25,Consumer Discretionary,2530,Consumer Services,253010,"Hotels, Restaurants & Leisure",25301040,Restaurants,"Owners and operators of restaurants, bars, pubs, fast-food or take-out facilities. Includes companies that provide food catering services."
152,DOV,Dover Corporation,Industrials,Industrial Machinery,"Downers Grove, Illinois",1985-10-31,0000029905,1955,https://www.nyse.com/quote/XNYS:DOV,/wiki/Dover_Corporation,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DOV&action=getcompany,"/wiki/Downers_Grove,_Illinois",20,Industrials,2010,Capital Goods,201060,Machinery,20106020,Industrial Machinery,"Manufacturers of industrial machinery and industrial components. Includes companies that manufacture presses, machine tools, compressors, pollution control equipment, elevators, escalators, insulators, pumps, roller bearings and other metal fabrications."
153,DOW,Dow Inc.,Materials,Commodity Chemicals,"Midland, Michigan",2019-04-01,0001751788,2019,https://www.nyse.com/quote/XNYS:DOW,/wiki/Dow_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DOW&action=getcompany,"/wiki/Midland,_Michigan",15,Materials,1510,Materials,151010,Chemicals,15101010,Commodity Chemicals,"Companies that primarily produce industrial chemicals and basic chemicals. Including but not limited to plastics, synthetic fibers, films, commodity-based paints & pigments, explosives and petrochemicals. Excludes chemical companies classified in the Diversified Chemicals, Fertilizers & Agricultural Chemicals, Industrial Gases, or Specialty Chemicals Sub-Industries."
154,DTE,DTE Energy Co.,Utilities,Multi-Utilities,"Detroit, Michigan",1957-03-04,0000936340,1995,https://www.nyse.com/quote/XNYS:DTE,/wiki/DTE_Energy_Co.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DTE&action=getcompany,"/wiki/Detroit,_Michigan",55,Utilities,5510,Utilities,551030,Multi-Utilities,55103010,Multi-Utilities,"Utility companies with significantly diversified activities in addition to core Electric Utility, Gas Utility and/or Water Utility operations."
155,DUK,Duke Energy,Utilities,Electric Utilities,"Charlotte, North Carolina",1976-06-30,0001326160,1904,https://www.nyse.com/quote/XNYS:DUK,/wiki/Duke_Energy,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DUK&action=getcompany,"/wiki/Charlotte,_North_Carolina",55,Utilities,5510,Utilities,551010,Electric Utilities,55101010,Electric Utilities,Companies that produce or distribute electricity. Includes both nuclear and non-nuclear facilities.
156,DRE,Duke Realty Corp,Real Estate,Industrial REITs,"Indianapolis, Indiana",2017-07-26,0000783280,1972,https://www.nyse.com/quote/XNYS:DRE,/wiki/Duke_Realty_Corp,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DRE&action=getcompany,"/wiki/Indianapolis,_Indiana",60,Real Estate,6010,Real Estate,601010,Equity Real Estate Investment Trusts (REITs),60101020,Industrial REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of industrial properties. Includes companies operating industrial warehouses and distribution properties."
157,DD,DuPont de Nemours Inc,Materials,Specialty Chemicals,"Wilmington, Delaware",2019-04-02,0001666700,2017,https://www.nyse.com/quote/XNYS:DD,/wiki/DuPont_de_Nemours_Inc,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DD&action=getcompany,"/wiki/Wilmington,_Delaware",15,Materials,1510,Materials,151010,Chemicals,15101050,Specialty Chemicals,"Companies that primarily produce high value-added chemicals used in the manufacture of a wide variety of products, including but not limited to fine chemicals, additives, advanced polymers, adhesives, sealants and specialty paints, pigments and coatings."
158,DXC,DXC Technology,Information Technology,IT Consulting & Other Services,"Tysons Corner, Virginia",2017-04-04,0001688568,2017,https://www.nyse.com/quote/XNYS:DXC,/wiki/DXC_Technology,https://www.sec.gov/cgi-bin/browse-edgar?CIK=DXC&action=getcompany,"/wiki/Tysons_Corner,_Virginia",45,Information Technology,4510,Software & Services,451020,IT Services,45102010,IT Consulting & Other Services,Providers of information technology and systems integration services not classified in the Data Processing & Outsourced Services Sub-Industry. Includes information technology consulting and information management services.
159,EMN,Eastman Chemical,Materials,Diversified Chemicals,"Kingsport, Tennessee",1994-01-01,0000915389,1920,https://www.nyse.com/quote/XNYS:EMN,/wiki/Eastman_Chemical,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EMN&action=getcompany,"/wiki/Kingsport,_Tennessee",15,Materials,1510,Materials,151010,Chemicals,15101020,Diversified Chemicals,"Manufacturers of a diversified range of chemical products not classified in the Industrial Gases, Commodity Chemicals, Specialty Chemicals or Fertilizers & Agricultural Chemicals Sub-Industries."
160,ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,"Dublin, Ireland",,0001551182,1911,https://www.nyse.com/quote/XNYS:ETN,/wiki/Eaton_Corporation,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ETN&action=getcompany,"/wiki/Dublin,_Ireland",20,Industrials,2010,Capital Goods,201040,Electrical Equipment,20104010,Electrical Components & Equipment,"Companies that produce electric cables and wires, electrical components or equipment not classified in the Heavy Electrical Equipment Sub-Industry."
161,EBAY,eBay Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,"San Jose, California",,0001065088,1995,http://www.nasdaq.com/symbol/ebay,/wiki/EBay_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EBAY&action=getcompany,"/wiki/San_Jose,_California",25,Consumer Discretionary,2550,Retailing,255020,Internet & Direct Marketing Retail,25502020,Internet & Direct Marketing Retail,"Companies providing retail services primarily on the Internet, through mail order, and TV home shopping retailers. Also includes companies providing online marketplaces for consumer products and services."
162,ECL,Ecolab Inc.,Materials,Specialty Chemicals,"St. Paul, Minnesota",1989-01-31,0000031462,1923,https://www.nyse.com/quote/XNYS:ECL,/wiki/Ecolab_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ECL&action=getcompany,"/wiki/St._Paul,_Minnesota",15,Materials,1510,Materials,151010,Chemicals,15101050,Specialty Chemicals,"Companies that primarily produce high value-added chemicals used in the manufacture of a wide variety of products, including but not limited to fine chemicals, additives, advanced polymers, adhesives, sealants and specialty paints, pigments and coatings."
163,EIX,Edison Int'l,Utilities,Electric Utilities,"Rosemead, California",1957-03-04,0000827052,1886,https://www.nyse.com/quote/XNYS:EIX,/wiki/Edison_Int%27l,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EIX&action=getcompany,"/wiki/Rosemead,_California",55,Utilities,5510,Utilities,551010,Electric Utilities,55101010,Electric Utilities,Companies that produce or distribute electricity. Includes both nuclear and non-nuclear facilities.
164,EW,Edwards Lifesciences,Health Care,Health Care Equipment,"Irvine, California",2011-04-01,0001099800,1958,https://www.nyse.com/quote/XNYS:EW,/wiki/Edwards_Lifesciences,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EW&action=getcompany,"/wiki/Irvine,_California",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
165,EA,Electronic Arts,Communication Services,Interactive Home Entertainment,"Redwood City, California",2002-07-22,0000712515,1982,http://www.nasdaq.com/symbol/ea,/wiki/Electronic_Arts,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EA&action=getcompany,"/wiki/Redwood_City,_California",50,Communication Services,5020,Media & Entertainment,502020,Entertainment,50202020,Interactive Home Entertainment,"Producers of interactive gaming products, including mobile gaming applications. Also includes educational software used primarily in the home. Excludes online gambling companies classified in the Casinos & Gaming Sub-Industry."
166,EMR,Emerson Electric Company,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1965-03-31,0000032604,1890,https://www.nyse.com/quote/XNYS:EMR,/wiki/Emerson_Electric_Company,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EMR&action=getcompany,"/wiki/Ferguson,_Missouri",20,Industrials,2010,Capital Goods,201040,Electrical Equipment,20104010,Electrical Components & Equipment,"Companies that produce electric cables and wires, electrical components or equipment not classified in the Heavy Electrical Equipment Sub-Industry."
167,ENPH,Enphase Energy,Information Technology,Semiconductor Equipment,"Fremont, California",2021-01-07,0001463101,2006,http://www.nasdaq.com/symbol/enph,/wiki/Enphase_Energy,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ENPH&action=getcompany,"/wiki/Fremont,_California",45,Information Technology,4530,Semiconductors & Semiconductor Equipment,453010,Semiconductors & Semiconductor Equipment,45301010,Semiconductor Equipment,"Manufacturers of semiconductor equipment, including manufacturers of the raw material and equipment used in the solar power industry."
168,ETR,Entergy Corp.,Utilities,Electric Utilities,"New Orleans, Louisiana",1957-03-04,0000065984,1913,https://www.nyse.com/quote/XNYS:ETR,/wiki/Entergy_Corp.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ETR&action=getcompany,"/wiki/New_Orleans,_Louisiana",55,Utilities,5510,Utilities,551010,Electric Utilities,55101010,Electric Utilities,Companies that produce or distribute electricity. Includes both nuclear and non-nuclear facilities.
169,EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2000-11-02,0000821189,1999,https://www.nyse.com/quote/XNYS:EOG,/wiki/EOG_Resources,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EOG&action=getcompany,"/wiki/Houston,_Texas",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production,Companies engaged in the exploration and production of oil and gas not classified elsewhere.
170,EFX,Equifax Inc.,Industrials,Research & Consulting Services,"Atlanta, Georgia",1997-06-19,0000033185,1899,https://www.nyse.com/quote/XNYS:EFX,/wiki/Equifax_Inc.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EFX&action=getcompany,"/wiki/Atlanta,_Georgia",20,Industrials,2020,Commercial & Professional Services,202020,Professional Services,20202020,Research & Consulting Services,"Companies primarily providing research and consulting services to businesses and governments not classified elsewhere. Includes companies involved in management consulting services, architectural design, business information or scientific research, marketing, and testing & certification services. Excludes companies providing information technology consulting services classified in the IT Consulting & Other Services Sub-Industry."
171,EQIX,Equinix,Real Estate,Specialized REITs,"Redwood City, California",2015-03-20,0001101239,1998,http://www.nasdaq.com/symbol/eqix,/wiki/Equinix,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EQIX&action=getcompany,"/wiki/Redwood_City,_California",60,Real Estate,6010,Real Estate,601010,Equity Real Estate Investment Trusts (REITs),60101080,Specialized REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of properties not classified elsewhere. Includes trusts that operate and invest in storage properties. It also includes REITs that do not generate a majority of their revenues and income from real estate rental and leasing operations."
172,EQR,Equity Residential,Real Estate,Residential REITs,"Chicago, Illinois",2001-12-03,0000906107,1969,https://www.nyse.com/quote/XNYS:EQR,/wiki/Equity_Residential,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EQR&action=getcompany,"/wiki/Chicago,_Illinois",60,Real Estate,6010,Real Estate,601010,Equity Real Estate Investment Trusts (REITs),60101060,Residential REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of residential properties including multifamily homes, apartments, manufactured homes and student housing properties"
173,ESS,"Essex Property Trust, Inc.",Real Estate,Residential REITs,"San Mateo, California",2014-04-02,0000920522,1971,https://www.nyse.com/quote/XNYS:ESS,"/wiki/Essex_Property_Trust,_Inc.",https://www.sec.gov/cgi-bin/browse-edgar?CIK=ESS&action=getcompany,"/wiki/San_Mateo,_California",60,Real Estate,6010,Real Estate,601010,Equity Real Estate Investment Trusts (REITs),60101060,Residential REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of residential properties including multifamily homes, apartments, manufactured homes and student housing properties"
174,EL,Estée Lauder Companies,Consumer Staples,Personal Products,"New York, New York",2006-01-05,0001001250,1946,https://www.nyse.com/quote/XNYS:EL,/wiki/Est%C3%A9e_Lauder_Companies,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EL&action=getcompany,"/wiki/New_York,_New_York",30,Consumer Staples,3030,Household & Personal Products,303020,Personal Products,30302010,Personal Products,"Manufacturers of personal and beauty care products, including cosmetics and perfumes."
175,ETSY,Etsy,Consumer Discretionary,Internet & Direct Marketing Retail,"Brooklyn, New York",2020-09-21,0001370637,2005,http://www.nasdaq.com/symbol/etsy,/wiki/Etsy,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ETSY&action=getcompany,"/wiki/Brooklyn,_New_York",25,Consumer Discretionary,2550,Retailing,255020,Internet & Direct Marketing Retail,25502020,Internet & Direct Marketing Retail,"Companies providing retail services primarily on the Internet, through mail order, and TV home shopping retailers. Also includes companies providing online marketplaces for consumer products and services."
176,EVRG,Evergy,Utilities,Electric Utilities,"Kansas City, Missouri",2018-06-05,0001711269,1909,https://www.nyse.com/quote/XNYS:EVRG,/wiki/Evergy,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EVRG&action=getcompany,"/wiki/Kansas_City,_Missouri",55,Utilities,5510,Utilities,551010,Electric Utilities,55101010,Electric Utilities,Companies that produce or distribute electricity. Includes both nuclear and non-nuclear facilities.
177,ES,Eversource Energy,Utilities,Multi-Utilities,"Hartford, Connecticut",,0000072741,1966,https://www.nyse.com/quote/XNYS:ES,/wiki/Eversource_Energy,https://www.sec.gov/cgi-bin/browse-edgar?CIK=ES&action=getcompany,"/wiki/Hartford,_Connecticut",55,Utilities,5510,Utilities,551030,Multi-Utilities,55103010,Multi-Utilities,"Utility companies with significantly diversified activities in addition to core Electric Utility, Gas Utility and/or Water Utility operations."
178,RE,Everest Re Group Ltd.,Financials,Reinsurance,"Hamilton, Bermuda",2017-06-19,0001095073,1973,https://www.nyse.com/quote/XNYS:RE,/wiki/Everest_Re,https://www.sec.gov/cgi-bin/browse-edgar?CIK=RE&action=getcompany,"/wiki/Hamilton,_Bermuda",40,Financials,4030,Insurance,403010,Insurance,40301050,Reinsurance,Companies providing primarily reinsurance.
179,EXC,Exelon Corp.,Utilities,Multi-Utilities,"Chicago, Illinois",1957-03-04,0001109357,2000,https://www.nyse.com/quote/XNYS:EXC,/wiki/Exelon_Corp.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EXC&action=getcompany,"/wiki/Chicago,_Illinois",55,Utilities,5510,Utilities,551030,Multi-Utilities,55103010,Multi-Utilities,"Utility companies with significantly diversified activities in addition to core Electric Utility, Gas Utility and/or Water Utility operations."
180,EXPE,Expedia Group,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2007-10-02,0001324424,1996,http://www.nasdaq.com/symbol/expe,/wiki/Expedia_Group,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EXPE&action=getcompany,"/wiki/Seattle,_Washington",25,Consumer Discretionary,2550,Retailing,255020,Internet & Direct Marketing Retail,25502020,Internet & Direct Marketing Retail,"Companies providing retail services primarily on the Internet, through mail order, and TV home shopping retailers. Also includes companies providing online marketplaces for consumer products and services."
181,EXPD,Expeditors,Industrials,Air Freight & Logistics,"Seattle, Washington",2007-10-10,0000746515,1979,http://www.nasdaq.com/symbol/expd,/wiki/Expeditors_International,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EXPD&action=getcompany,"/wiki/Seattle,_Washington",20,Industrials,2030,Transportation,203010,Air Freight & Logistics,20301010,Air Freight & Logistics,"Companies providing air freight transportation, courier and logistics services, including package and mail delivery and customs agents. Excludes those companies classified in the Airlines, Marine or Trucking Sub-Industries."
182,EXR,Extra Space Storage,Real Estate,Specialized REITs,"Salt Lake City, Utah",2016-01-19,0001289490,1977,https://www.nyse.com/quote/XNYS:EXR,/wiki/Extra_Space_Storage,https://www.sec.gov/cgi-bin/browse-edgar?CIK=EXR&action=getcompany,"/wiki/Salt_Lake_City,_Utah",60,Real Estate,6010,Real Estate,601010,Equity Real Estate Investment Trusts (REITs),60101080,Specialized REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of properties not classified elsewhere. Includes trusts that operate and invest in storage properties. It also includes REITs that do not generate a majority of their revenues and income from real estate rental and leasing operations."
183,XOM,Exxon Mobil Corp.,Energy,Integrated Oil & Gas,"Irving, Texas",1957-03-04,0000034088,1999,https://www.nyse.com/quote/XNYS:XOM,/wiki/Exxon_Mobil_Corp.,https://www.sec.gov/cgi-bin/browse-edgar?CIK=XOM&action=getcompany,"/wiki/Irving,_Texas",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102010,Integrated Oil & Gas,"Integrated oil companies engaged in the exploration & production of oil and gas, as well as at least one other significant activity in either refining, marketing and transportation, or chemicals."
184,FFIV,F5 Networks,Information Technology,Communications Equipment,"Seattle, Washington",2010-12-20,0001048695,1996,http://www.nasdaq.com/symbol/ffiv,/wiki/F5_Networks,https://www.sec.gov/cgi-bin/browse-edgar?CIK=FFIV&action=getcompany,"/wiki/Seattle,_Washington",45,Information Technology,4520,Technology Hardware & Equipment,452010,Communications Equipment,45201020,Communications Equipment,"Manufacturers of communication equipment and products, including LANs, WANs, routers, telephones, switchboards and exchanges. Excludes cellular phone manufacturers classified in the Technology Hardware, Storage & Peripherals Sub-Industry."
